	text	target
800252	 Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554	4
800253	@SJS86 haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs 	4
800254	@lolly2420 this is nuts! thanks  I am dying over heah!	4
800255	@markhoppus hey mark, i want to know if the song &quot;Life's So Boring&quot; is really blink 182 , please tell me  doubt been on my head for years	4
800256	@Kelly_N_Va by Jordan, I think he's got it!  	4
800257	up and running, London calling 	4
800258	What A Day  I Just Loved It. Sun, Food And My Girls  Cannot Be Beaten. Eyyy! I Bused It Home Tooo Hahaa. Have An Ace Time Darl.  xxxx	4
800259	just got home from school (: meant to be getting my hair cut .. but i cbf. lol dancing soon 	4
800260	Sleeeeeeeeeep, then an interview tomorrow! Wish me luck 	4
800261	Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie 	4
800262	@lauredhel I just friended you on LJ 	4
800263	eating ice cream to reduce the heat 	4
800264	wow san diego is so beautiful. even more so now that we won  but whats a good game without a good fight(;	4
800265	@epistemographer @digitalhumanist Doing a disciplinary PhD with the support/structure of a New Media program like that sounds heavenly 	4
800266	must sleep, big day tomorrow. two tests AND class registration for next sem. ahh! goodnight, twitterers 	4
800267	@claire_brewer I've seen one of those aisles in Borders in Oxford. They're... well, tragic 	4
800268	@thornbek Erin Esurance is so hot. Carry on 	4
800269	@Boobookittifukk not there yet. And i beleive so  red carpet sighting i hope.	4
800270	the cars in Fast and Furious get me excited 	4
800271	@comeagainjen Jennifer 	4
800272	@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!	4
800273	It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr	4
800274	@landrew Hehe, thanks   Was going for the incendiary headline this time 	4
800275	@honeytech Happy Morning! 	4
800276	@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? 	4
800277	@saad_83 I wasn't late  I was right on time	4
800278	@myk14 Thanks buddy *high fives* hehe 	4
800279	@sytycda Could not agree more!The unison&amp; committment was incredible.Considering the pressure they r under made it all the more amazing 	4
800280	@cityrat59 lol! you counted 15 times! Yeah, it was a drag today...wasn't sure if my tweets were going out. seems to behave now though 	4
800281	@comeagainjen http://twitpic.com/2y2lx - and you are cooler than her she just wants the babiiesss O_O HAHAHAHA 	4
800282	@reesh heyyyyyy want to hook it up!! lol 	4
800283	Saddle Ranch Comedy night. Then back to the boy's house 	4
800284	Today I performed for the first and last time at the Grebel talent show. 4 exams left until undergrad is over 	4
800285	@xShorty4Lifex white!! 	4
800286	@thesouthernstar haha... sarapan aja belum kok, udah disamperin sama client di rumah...  	4
800287	@JonathanRKnight  i do embrace the simple life.  simple things like a new kids reunion makes me an extremely happy girl 	4
800288	@lapcat Need to send 'em to my accountant tomorrow. Oddly, I wasn't even referring to my taxes. Those are supporting evidence, though. 	4
800289	@mmcallen Sigh, wish I could have a GMIC meeting here in San Diego! Spoke to Johanna already, she said it was great... 	4
800290	had a wonderful Portland evening! Thanks Carrie 	4
800291	6:37 in the morning and haven't been sleep   YAY!	4
800292	Headed off to Wal*Mart for more boxes. Uber excited 	4
800293	@axisportals scowls are a lot more temporary than adulthood 	4
800294	I'm melting. *sighs* Serendipity is such a sweet sweet movie. I love it. 	4
800295	@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You	4
800296	Got an inspiration -&gt; dyeing my hair! 	4
800297	just  created this account...looking around 	4
800298	@amyg0716 I'm gunnna do both of those things 	4
800299	http://twitpic.com/2y2tq - So far, it is interesting. 	4
800300	Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!	4
800301	@craigsutton     that's a long-time, good for you!   	4
800302	(@thuquoc) jizzin' in my pants excited about seeing ARMIN VAN BUUREN tomorrow 	4
800303	@mehulbhuva Good luck, and let me know how it goes! 	4
800304	@tayswift Congrats from Peru! You were/are amazing! i was speechless,thank u so much! come here someday plz, ill wait forever seriously! 	4
800305	@rogieking Congrats on the newborn! Our first is due in June 	4
800306	Dodgers beat the Padres  Go Blue!	4
800307	@jbruin lol esp when your updates hit my phone... 	4
800308	@JonathanRKnight I'm just glad you appreciate Iowa.    Come back in late summer when they're cutting hay...  best..smell.. EVER!	4
800309	@pjaficionado  Having fun, loving life, happy to be in the game. Everything else is a bonus. Not just BS either!	4
800310	@vuittonretarded  awww. Is there anything i can do 	4
800311	But I do not mind.  Goodnight	4
800312	@mistressathenax oh lets let it be a surprise. 	4
800313	Proud future member of the R.B. 	4
800314	@miss_tattoo heyy!  you got those pictures of Donnie's gift on the USB stick?! 	4
800315	Giant Drag &quot;Wicked Game&quot; ? http://twt.fm/32811 #musicmonday - Better than the original &amp; the commercial promo song for Nip/Tuck season 5! 	4
800316	@web20classroom Fabulous post about WordAhead!  And overall loved your blog.	4
800317	Much Luv to @espressowoman54 &amp; @tommyruffin who's now following me on twitter!! 	4
800318	@KendallMassey @jclayville rocks. But don't tell her I said that 	4
800319	@Gerry_Butler If it's something you will enjoy and will make you happy, why not do it? 	4
800320	just discovered tonight that her church is serving breakfast on Easter!  (I'm not sure why this is so exciting, but I suspect the baby...)	4
800321	@Tiandrance 	4
800322	@yoavsegal Morning 	4
800323	finally back on twitter 	4
800324	God sho love him some me  feeling really really blessed tonight++++++	4
800325	@adamdexter i can't wait to see you buddy 	4
800326	@allan_at_rogue thanks Allan! They are photos from a Joolz Soiree I held up in Brisbane last year 	4
800327	there is link about how to enjoy dark chocolate within the post..  http://chai-coffee.blogspot.com/2009/04/chocolate-flavoured-math.html	4
800328	@chazdrums if i know how to do something, and have time... Its so easy to answer 	4
800329	Wow, the house looks so different...AND OH MY GOD MY DOGGIES 	4
800330	ahhh loved this sunny day....I am working a good sun burn on my nose 	4
800331	@FoamingBBQ I had to read it last semester.  By &quot;read&quot; I mean skim for keywords and read online outlines.   Got an A too 	4
800332	@dalecruse Yay! Love Box.net  My first business partner Sam Ghods is on the founding team. SO proud of him 4 building an excellent utility	4
800333	@JonathanRKnight Glad to hear that you had such a great night! You rock &amp; I hope tonight is just the 1st of many feel good shows for you! 	4
800334	Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  	4
800335	@fatbellybella the media is a trip [period] we have to guard our minds...along with our hearts. Don't fret ms.badu UR THE BEST!! its true 	4
800336	Ahh, the tedium of fixing broken file links in Inventor.  Good times.  	4
800337	@theDebbyRyan  where!!?!? 	4
800338	@Laatina MONDAYS ARE WHAT YOU MAKE OF IT. 	4
800339	Well in the past two days I have had 45 min. of sleep.  I'm going to watch TV while laying in bed and try to sleep.. Night peepers 	4
800340	I'm officially going to bed! Goodnight 	4
800341	I now have painting clothes!   	4
800342	@msaleem LOL not yet my brutha from anotha mutha 	4
800343	ryanrossfanz  &lt;-- FOLLOW THEM!  Ryan is uber!	4
800344	@JonathanRKnight you close your eyes and pick one and hit reply. 	4
800345	@ronashively Connections Academy has been great for our family...and thousands more across the country!  Happy to tell you more 	4
800346	@QUEENIE909 hum nice 1! lol take something..LOL yeah party over there, haha u kno them drunk ass's  Will i b seeing you @ Janets party??	4
800347	#nightcard The Star: what a wonderful card for a new beginning both for you and Ankie 1.0  Welcome! 	4
800348	Loves the German bakeries in Sydney. Together with my imported honey it feels like home 	4
800349	I'm an uncle now! 	4
800350	@katiehayes415 Levon...couldn't have said it better my self.  	4
800351	@dmf71 I should change my name to qoosfr (queen of obscure science fiction references) instead of cbn2, which only 1 person understands. 	4
800352	@DolfinFan  Our picnic will be fabulous!	4
800353	@DaveJMatthews Welcome back to NYC! 	4
800354	@nashipear Sorry I am talking to my best friend.. So I havent replied!!  But I can talk to you too!	4
800355	@corinmcblide oh ok then i am gonna go and buy one for when i come up there 	4
800356	tafe quiz then PHOTOSHOOT with my sezdawg 	4
800357	@berofx: good luck with your challenge 	4
800358	oh oh found some clothes!!  And i love em xD	4
800359	Rocking out to No Doubt and gonna start up some more Neverwinter Nights 	4
800360	@kameelahwrites phew! all that hair, gyal! 	4
800361	keepin it real.  	4
800362	&lt;------ Branded 	4
800363	I'm adding my fellow PFers.  Nice to see so many of us here, too! 	4
800364	Had a good time at Eat n Park drinking a latte and playing Munchkin Impossible with @Chriswolfe2007. 	4
800365	@momentbymoment1 - I'm sure you and your site will! 	4
800366	@JonathanRKnight Good luck with the cruise!! Your gonna need it! 	4
800367	@glutenfreegirl  well, I'm doing whatever our neighbor tells us, and if that produces vegetables, I'm cooking them!	4
800368	@milagro88 Hi there, Cel.  How are you doing today?	4
800369	@Chubbx Goooooood morning, Chubbx  how are you today?	4
800370	@BrittyDS Don't blame me.  I just like good things. ;)	4
800371	@darkknight808 okay! I think little oven again on wednesday!  7-9pm?	4
800372	@LoriGama that's most excellent  lotsa people loving you hehe *Winks*	4
