	text	target
1490568	la de daaa. two days till girls campp 	4
848492	@AussieMcflyFan i have so many mcfly friends,l, we are gonna get there at 5 am next morning of their concert 	4
1574800	...and breakfast for my guinea pigs 	4
1496742	FREE FROM THE DEMON DOG!   	4
1190355	gorgeous weather = awesome weekend. everything else is just bonus.  off to the zoo w/ @thisbchoover. excited! #formerzoologymajor	4
1003732	Bundle Up - FTSK &lt;3 this song, so sweet 	4
1185805	Heading back to minnesota.  but first dinner at our dear friend anna's  in wisconsin 	4
1261282	@JMDBS I'm ready when you are. 	4
888358	@JennXOXO ohhhh exciting!!   studying to the max!	4
1157624	@BUGabundo Send me an ubuntu one invite  gothicx@sapo.pt	4
1542002	@ASimpleWalk homemade strawberry ice cream? 	4
1421209	back from the party...or something like that. now im tired and im trying to sleep. GoodNight 	4
1509311	Don't be jealous of my boogie , you could say that you are not but I always see you looking  --- ahh love that song	4
1150150	@Greedy_Vegan lmao. Dun did it 	4
906382	@thinksmith we need to talk  you are one step ahead... i know another two people who are also one step ahead 	4
1557405	@Mom_17 AMEN to that! My DD is sleeping and I'm hoping she'll stay that way for a while! 	4
963564	@garymoneysmith  It was a good morning. Definitely a foundation to build on moving forward.	4
1243824	@FredHorn Then I guess I will have to keep my crazy side under control for now 	4
881471	@missannajane Oh, there was cheese? And icecream? Thank goodness for that! Glad you're feeling a little better. 	4
1370129	@jasoncastro Jase, it's SO good to have you back .... I missed your random twits. 	4
1170237	@manicmai Hahaha, okay! But if I think of you, I'll think of Mai the Spazzer and I'll start spazzing during my paper. No, really, thanks! 	4
1387396	@ronnyvengeance awhh fair enough. you're going with your sister? thats so cute!!! 	4
1523030	@bensdiaz believe in more than magic 	4
838365	has been sun bathing all day  XD x	4
813535	@mrpinkerton I think that you tweeted? I'm not sure about twitted, or twatted... haha that sounds like a personal problem 	4
1149726	@Djalfy they're showing up to me mami 	4
1095858	@DENISE_RICHARDS we're awake here in Australia Denise! Chat with us 	4
971295	Ok, so I'm a bit happier now that I hung out a little bit with my bff 	4
945169	Two hours, fifteen minutes 'til the weekend 	4
972534	@drkiki Wasn't bad here (Corona, CA).  Novelty of posting the earthquake on Twitter was just too great to resist 	4
1137176	Its storminggg  i love it.	4
1242465	@macieksz might be worth checking out - as soon as I buy my xbox back 	4
1470743	Watching Nights in Rodanthe in bed and eating yummy waffles that Amber made, such a perfect Sunday morning 	4
1351479	@Vaquino Sooo uhhh not sure if you heard but Federer's going to the French Open Final. mmm so uhh where's Nadal? 	4
1083052	 you remind me to write izzy lol  -aka- THE ZOO	4
1492104	@davedays sound like a pile of fun! 	4
1209754	@jacqjacqjacq MML is pretty cool. 	4
1445637	about to play freerealms, and have me a long island  mmm, sailor jerry is a salty seaman he is...	4
982025	@IDontDoUgly It work!! what the.. huh... Yeah i know, not good! 	4
1546866	@pinkpinksuzie hehe thank you! 	4
1471524	6.81km in 30 mins..  new pb.	4
1113505	@mgardot Awesome!!! 	4
1255564	@carolnakaoski If only I could! Maybe I'll come next summer, and I'll stay with you! LOL you have no choice, I'm invading your space! 	4
1282889	@Pink just bought it!! cover is looking good!! 	4
1130429	today was one of the worst days of my life. but the lonely island and nevershoutnever make it a little brighter 	4
1254377	mmmm  sushi for lunch	4
1172808	@andysowards Welcome 	4
1205707	@briL740 @bkaholicpr i thought it was hillarious!!!  i guess its bc i am a HUGE SNL fan!  	4
1239167	going for a nap 	4
1119551	My thanks to responsible journalists (or ex  @CreditMatters   Still stunned by how many people are unaware of the importance of credit -	4
1531917	listening to F.T Island - Until You Return  LEARNING INDONESIAN PUBLICITY IS BOORIIING~ Hahaha	4
1169494	Is ready for a day filled with old friends that I haven't seen in years, followed by being extremely productive in my design work later 	4
1348667	@yelyahwilliams Hey Hayley! Please, could you tell me when you guys intend to come back to Brazil? We really need you back 	4
1533899	sweet jesus of ice cream world.. its going to take me 10 minutes to get a 700mb file.. 	4
1263702	General Ves down super happy, nothing dropped but still cool  Yogg here we come!	4
973018	All I can say, is it's a great excuse for a lovely glass of wine...  	4
1507606	@PFKmagazine Come on now he's not that bad looking 	4
1442839	@atasteofjordie jordsta I talk to you everyday anyway 	4
1126793	http://bit.ly/49mdjd  they won 	4
1172174	deter thieves by uglifying your camera  http://bit.ly/10CHsL @dmitriypopov  no one has to know they're nikon or leica when traveling  	4
905531	@knorth23 Hey!  It's easy...Just type what you're doing!  Just like facebook, but much simpler.  Have a good day! 	4
1456657	is having fun with chris at the comedy gala thing. Just figured out how to get twitter on my mobile. Yay for me! 	4
852788	@EWWS saw you guys at attraction/reaction last friday! left early? 	4
1337990	Getting my nails done and lunch with Mom and Sister 	4
1033935	Spinning class was AMAZING! Now, Handfull of almonds, smart water and SO YOU THINK YOU CAN DANCE! Perfect Night 	4
1211554	@jimyvr That is very true. I don't hate on anyone. My world is all about the positive. 	4
898144	I'll censor this tweet... Goodnight 	4
1424077	applebees happy hour and Jupiter.....so enjoying this Saturday 	4
1348202	@billyraycyrus coming to AUSTRALIA anytime soon? if u r im bringing my whole family, we all love you!  	4
1527493	.. It feels good to actually wake up early.. 	4
1263245	@ddlovato he should be honored u threw a lime at him 	4
1292569	is also putting the finishing touches on a new song.  I really like it.  Man I hope you all do too   Peace.	4
1317668	cant wait till dinner is ready...yummy roast chicken! 	4
833378	@#asot400 super8 &amp; tab was soooo gooodd  anyone know the name of this track by the way?	4
1052009	@PearlRoads Apparently @Jen004 in her video event:http://bit.ly/YdYPg around 5:20 thought my avatar should be changed. Go see what 	4
1014524	Still working on finishing the K3 chocolate sprinkles. Need to finish those before allowed to eat the Piet piraat sprinkles... 	4
901866	@nicolerichie have you watched Persepolis? Broken English is also nice for sundays 	4
1398842	@trenttsd Isn't the book &quot;Now I Can DIE in Peace?&quot; -  	4
1094914	@backstreetboys this gotta be a scaring shot then... 	4
877956	@remzology No reached a battleground in search of gabbar twins 	4
961467	@TeresaKopec @abba_ks ...though Bible Spice I heard from Alec Baldwin ;) I'm a biter, but an honest biter. 	4
1460597	@darrangilpin Good point 	4
999314	@SKYLINER3234 So you do know 1 of these days &amp; I have a feeling it will be this summer, we will meet! so tell Laura cause we need a plan! 	4
1479800	@kkpalmer89 bahaha do me a favor.. dont say that again 	4
1289106	It's a fabulous day in new england 	4
1529521	Glad to be at work.  There's no yard work or house cleaning here!  Just a bunch ;of whiney patients! 	4
1579746	@BobDaMann miss you bunches! 	4
1248886	beds calling oh and sandy leg is fixed, need to introduce her to hashim and barnaby and shahrukh 	4
1591246	More adults and children now choose Mind-Body Practices. Why don't you try PILATES? www.personalizedpilates.com. Come see Oksana 	4
819096	has just home after hiking around Meldon Reservoir ! 	4
1018746	make up done 	4
833849	@melraemorgan Thank you. When i was younger i used to hate it because i was bullied for being Ginger.. but now i love it!  x	4
802567	Apparently I was playing Risk on a railroad track, HARDCORE RISK PLAYER 4 LIFE!!! 	4
1318315	@lovelylildeer wow, sounds impressive!  i love dolls with hand painted faces, they have such a sweet vintage vibe.	4
819660	@JanetGomez-me too!  Your bio is similar to my bio  Looking forward to getting to know you!	4
1542173	@gracelin35 i miss you too. But good news, i don't work on thursdays! Who hoo! 	4
1342547	@nprscottsimon ... and by &quot;weird&quot; in that context, I really mean &quot;good&quot; as in wonderful 	4
1548808	at the mall w. @missdaina &amp;&amp; @mizznaebooski 	4
1131734	Itlian voice... stay... Nek-Quï¿½date  ? http://blip.fm/~7cdj5	4
1134089	@Vamp_Goddess it's pretty freaky   Will see if I can upload a pic real quick...	4
898239	Today was great! Came up $500 playing poker so bills are taken care of, basketball game before my leg died...now studio 	4
1020242	Shopping ! 	4
1414886	@carliecarrcrash panera.! 	4
1134802	I'm working on losing it again though.  You may be my inspiration 	4
1283179	mega prayer night just started! Expecting big things 	4
1191565	@peterfacinelli just can't wait to see you there!!! by the way, you would look good anyhow 	4
1238142	@Samantha_Mayy U KNO DT...sumtimes i gta remind sum gyals dt SKINNY is nt da way forward LOL... 	4
856395	@CLIOAwards I have a lot of favourite ones, like 45 or 7 .. But what I like more, is how you display data after answering a question 	4
1302382	@setv i have no idea. 	4
988056	is just happy  14.05.09 ... need to sort a few things out before 1/2 term :/ :/ xo	4
1048336	*runs off to try it*   ....... Night Y'all, sweetest dreams to you.  (yeah, YOU)	4
843169	finally i got the hang of this website, its amazing 	4
1313221	@hudgensness Hi!! Nice Picture 	4
967370	Such a good vibe here in twitter-land... always brings me back! Vibe is everything 	4
987260	Blasting my old Rise Against albums at an entirely unreasonable volume  Thinking PGR4 could be on the cards for later...	4
1116529	@true_lovewaits ya THINK??? 	4
954892	@gkjohn yes indeed. Chargers it is 	4
1150546	Right now, i need a movie, some hot tamales (best candy in the world), and @MarioSoulTruth... Best night ever... 	4
1287452	Dinner cooked for me in Daylesford, Pretty in Pink and treated to breakfast tomorrow morning 	4
1175856	@jared79 Lucky you, getting lamb roast! Yummy!!! 	4
905902	@lizbastian awesome! I am at 1505 west lake street: right across from the dunn brothers on lake 	4
1333299	@taylor_blue yeah I'm in England 	4
946568	@pattydomingues yes, we do!!!! 	4
1532210	@BostonTweet Answer: Maine. 	4
1014953	@KathEats You are a bad influence on me!!! 	4
1299286	@richeisen Yeah, the other million copies had gone to an 'R Eisen' ?  Looking forward to the read!	4
842113	@missgiggly lmao you be funny 	4
817363	Awww he's such a sweetie  Idc if he's just telling me what he knows I want to hear.	4
1285559	@titusofalltime but with time, everything bends to the patient water ...  ... Hey, all! 	4
1353240	I will definitely get sick of eating out this weekend but I'm stoked for graduationnnnnn 	4
1292850	Heading down to the beach in a few to read some #Discworld and drink some Aspalls Cider (if Threshers still has some...) 	4
1341279	@frak omg that sounds like the perfect picnic! Oh wow how divine that must have been. 	4
1056393	@ohbrenlee YAYYYYYYYYYYYY!  im excited, hehe	4
1014004	@JonathanRKnight LoVE that Jon! It's easy to forget at times how precious life really is! Enjoy your time off 	4
1462808	Gym Tomoz with tahlia 	4
1507985	watchinggggg degrassi hahaha.   i think im gonna go play silent hill II after gettings something to eat	4
866920	arnold tonight! yaaaaaaaaaaaaaaay! 	4
904824	@selenagomez Hi S, plz follow me 	4
984477	why do many people h8miley cyrus?err.I don't h8 her you know &amp; I don't hate anyone &quot;JUST BE GOOD&quot; no HATES.just LOVE  be good &amp; not bad.	4
1149320	@SprinkleUWitLuv I know!!  It's gonna be wild!	4
1196801	@brownac I'm glad we talked on the phone today, even if it was just because you didn't want to crash and die texting me back. 	4
1026977	is cuter than a cupcake 	4
1320411	Ok I REALLY need to go to bed and stop playing around with Twitter adding new friends!! Hello all you new people 	4
1311796	going home. homework awaits. i wanna acquire that wisdom.. the one that comes from above 	4
1391681	@hudgensness http://twitpic.com/6e23a - You are so stunning  i love the dress and the colour is gawjus! the shoes r omg! x	4
1341156	@squeakie I bet that was really exciting!! 	4
1060556	well there's a thrid of a page...break time!  hahaa	4
1333950	@tomkrcha you're the man  I'll have a beer later, in your honor 	4
944114	@aibatastic I always tend to forget the sentence after this! Yay to the GOOD song! 	4
1010950	@GarethCliff Gareth, Durban is heavenly today.  	4
1341729	@brlamb Yeah that sweet sticker is prominently displayed on the back of my ride  Working on getting it back up on CafePress soon.	4
916105	@amnitaleandra Ow. Okay.  It's good you're better now. 	4
833604	E's favourite word is &quot;hi&quot; - she's greeted me about 63 times since she got up 	4
1232075	@DiversityBGT re: speakin to USA... just wait til you are PERFORMING over there 	4
1275011	I still think this is funny thou - joke via hubby-what do u call a black pilot? a pilot you racist bastard!  hes funny on occasion..	4
1471384	laying on the beachh. love my life 	4
1108019	@andyroddick nice job again! Justin's updates informed of the good news 	4
1241329	Back up and running  Miss me?	4
1138077	to hackintosh or not to hackintosh, should I install OSX on a perfectly good Vista machine? 	4
1199706	could be  @aceitonoequal	4
1444156	@moldor S1 Pro? you kids are WAY overdue for a replacement  Although its great for a 3 megapixel camera.	4
814883	@bsellick tell @ryanoncoffee I'll buy another copy off him 	4
1484519	I just had elvis as a customer. 	4
1556238	I'm tired, I think i am going to take a nap later after I find some good looking shorts 	4
1140026	watching my little cousins. they are the most hyper, creative, devious kids but I love them to death 	4
1278688	waiting on something then going to bed. i am beat. 	4
929367	@ricoexplainsit - yeah I saw on your blog that you like football! Who do you support?  aww, thanks so much! (am smiling. lol)	4
1150041	@chelseafuss I LOVE Funny Face! Can't even count how many times I've seen it 	4
826989	Wasn't the most thrilling UFC (esp the Silva fight)... But had a good time with the new DA family members! Welcome Kyle and Cat! 	4
902927	Yeah, I made the python conversion script for the Provider's extranet in 1 day (3 expected). A way to promote #python at #jcdecaux 	4
1568720	Just got back from watching my friends basketball game! 	4
1590937	@DeniseHammock I like this &amp; I like your site too 	4
1342794	@inspectorsarit Thank you for the recommend, I will check it out asap 	4
1449516	Back at home, all is well.  	4
985818	@aadisht But then, she'd have to bury the hatchet with Jaitley... Too much to ask. So I agree with you 	4
1451033	Fresh Prince is on TV! 	4
1495661	@cleaninggirl dont know about girls, only got to babysit boys, since my friends seem to conspired 2gether 2 only have boys 	4
1045667	some of the ladies #followfriday @nessie_111 @ComedyQueen @saragarth @elise0605 .nice allrounders. 	4
1071012	@BrittanyASnow brit ur the sweetest. I jus read what u put on ur profile. I couldn't live w/o u either 	4
801725	@nicolerichie Opps I meant &quot;summer vacation&quot; I had the cassette tape 	4
1572071	http://twitpic.com/7iywh -  the most romantic song EVER is candy shop, haha.	4
1487440	we have been having mini fashion show in the office, all outfits ready for CLJW! be @ Liberty London &amp; @ Nicholas James tomorrow  x x	4
1583294	Super cute animal photos. I can't stop AWWWwwWw-ing  http://viigo.im/UCy	4
1443383	@maritorres aw thanks! I just put your info on my facebook page.  I got nosey friends so at the very least they'll check you out. 	4
988500	@TessMorris Morning Tess - surprisingly good 	4
1581659	My room's messy whan i finally clean it out, i'll just go hang out with friends XD Daa summer needs 	4
1474129	It sucks buying foundation... and i got a wicked nice shirt from wal-mart, We'll see how long it takes to fall apart 	4
1570732	@ErisDS Nice blog, useful contents &amp; clean design! Looking forward to reading more of your articles  &amp; Thanks for following us on Twitter!	4
1504663	On friday night I watched 10,000 B.C. and it was amazing. Sad part was that I only started watching the middle / end. I recommend it 	4
1421300	@Hotspur_1882 just having a few drinks and watching tv - living the high life lol  glad you are having a good night!	4
892926	@DavidArchie your music is amazing and your spanish too!!! haha, 	4
1525078	Hungray.. what to eat? Hmm 	4
1373758	@p_s_q sleepy time for me now. Party hard for me.  xoxoxo Hey are you heading north or going back to NY?	4
1059919	@mystiquetur well, that's an interesting question. 5 is the #numberoflanguagesispeak  Who speaks more?	4
1442240	relaxing 	4
1268108	joh and kate plus 8 + ace of cakes 	4
1165636	@_HONEYMONSTER @grcrssl, you guys are cool. 	4
1481346	headed to down DC...take lil walkie..take a few pix... 	4
1469206	Yay! My car is fixed!!!! 	4
849162	is zo up to date 	4
880901	@clarinette02 well occasionally is better than never at all  	4
992719	@awoyemia It's tempting. But I really don't want to start annoying my accountants 	4
1482305	am back at house and have managed to get the apprentice on the tv in my room! 	4
1105971	surfing for a white pump shoes...no available size for me..grr! 	4
1065113	@jasonridge1 I look forward 2 the opportunity 2 work with you sir.  Bring it. M*	4
1154834	Getting Rich Is Automaticï¿½If You Have A Good Plan AND You Stick To It!  http://bit.ly/Stfi1	4
1461639	@mikastinxx miss you too girl! hope to see you soon! 	4
1205764	@makeupbylinvia there are two versions, one shimmery, one matte. I like the matte best - looks like wet cement. 	4
1307065	@randomwhit naughty 	4
915938	@iMBA haha Good job getting close. Her eyes are set somewhere else though 	4
1064801	@BitchNotAPerson He's my fav, I think 	4
1599399	Hello @RScaldwell. Welcome to Twitter. I see you work at @Leamore_Primary. You're a very social media savvy lot down there 	4
832854	pretending to revise 	4
1222336	Its official, I'm in love with all wolves 	4
1321215	@GabrielSaporta come to my house  i'll give you food 	4
